Reviewer,Review,Rating,Expense,Type
Prakash Ranjan,"If it's the taste what you are looking for... Go for it...
You might be little disappointed if you are kind of highly hygienic and want everything on time and we'll organized.",4 stars,moderate,Mughlai restaurant
Sonali Vitkar,This place is too good for non veg food the taste is also too good the intenior is to good must visit this place again,5 stars,moderate,Mughlai restaurant
Ankita Karpe,Service staff is not supportive. Quality of food is worst.,1 star,moderate,Mughlai restaurant
Jason Noronha,Nice ambience and great food. A wee bit of extra bucks they charge than usual joints.,4 stars,moderate,Mughlai restaurant
Partha Ghosh,On of the best place in Navi Mumbai  for Non Veg lover. Kebabs here are must try,4 stars,moderate,Mughlai restaurant
Soheb Pandlekar,Very good food quality. Service awesome.,5 stars,moderate,Mughlai restaurant
Myenglishbook **,A little expensive but  food is great.nice atmosphere superb service. Liked it very much,5 stars,moderate,Mughlai restaurant
Prashant Gupta,"Food is super tasty. The best chicken I have had ""Murg Musallam""....",4 stars,moderate,Mughlai restaurant
Nishant Singhal,Paneer lava was very yummy and also the infrastructure of the restaurant is very good.service is also very fast and customer satisfaction is also there,5 stars,moderate,Mughlai restaurant
Santosh Rajbhar,Food quality was good but service was not good,2 stars,moderate,Mughlai restaurant
Akshay Khatavkar,The new setup of shamiyana is very good.. Food is great especially all chicken dishes.. But very spicy..,4 stars,moderate,Mughlai restaurant
kaustubh patil,Food is great... Ambience is good... They provide no spoon for having food...🤣🤣..service is poor... …,5 stars,moderate,Mughlai restaurant
Mohd Haneef,Very good food little expensive but good in quantity,5 stars,moderate,Mughlai restaurant
Nitesh Kamble,Osm food.. Specially nonveg food is very testy....Staff is very good...Or service is great..Best place for dinner with family....,5 stars,moderate,Mughlai restaurant
Rafat Sayed,"Same taste of all the food items, unnecessarily pricey, poorly trained staff",2 stars,moderate,Mughlai restaurant
JS Vlogs,Good &nice for noveg food,4 stars,moderate,Mughlai restaurant
RIZWAN KHAN,Everything I ordered was delicious,5 stars,moderate,Mughlai restaurant
prithwiraj debnath,Nice food but if we compare with prices then little low,4 stars,moderate,Mughlai restaurant
Irfan Shaikh,Mughlai starter was good...Murg mussallam was amazing,4 stars,moderate,Mughlai restaurant
Nitin Shinde,Too poor service I ordered a chicken dum biriyani they just gave me the rice and pieces of chicken no dum too poor  not expected from them,1 star,moderate,Mughlai restaurant
Shehzad husain,Mutton was unchewable...we ordered extra raita which was not served. So nothing special,2 stars,moderate,Mughlai restaurant
Deejay MAK,Good place for people who crave for chicken 😋 and must try chicken Biryani here... For people who love biryanis …,4 stars,moderate,Mughlai restaurant
Wasat Hussain,Chicken tandoori & chicken shawarma must try awesome food    good service        dessert gulab jamun    must try and get it,5 stars,moderate,Mughlai restaurant
ashish Patare,Value for money food,5 stars,moderate,Mughlai restaurant
P. B. Rajput,Best non veg food in Navi Mbai. Just like u get in South Mbai,5 stars,moderate,Mughlai restaurant
Dr.Ajinkya Bhople,"Worst food and worst service , bad ambience but still very costly",1 star,moderate,Mughlai restaurant
Sumeet Koyande,Food is ok. Service is not good and there is single washroom which is not clean at all.,2 stars,moderate,Mughlai restaurant
Pratik Shinde,"Great place , Great taste !",5 stars,moderate,Mughlai restaurant
Faraz Kazi,Good food with loads of options..  Prices though are on the higher side and sizes usually aren't good for two..,4 stars,moderate,Mughlai restaurant
Bushra Sayyed,Food was so good.but staff was not professional.. they are not good,3 stars,moderate,Mughlai restaurant
Navneet Kallapalli,"The kepsa is amazing & we even tried the paneer pulao, that was also good",4 stars,moderate,Mughlai restaurant
Asil Kewal,Excellent Ramadan Special Authentic Hyderabadi Haleem.. Chef comes from Hyderabad every year..,5 stars,moderate,Mughlai restaurant
Ishwar Bamane,Food taste was awesome ... But very poor  Hygiene... Cockroaches are playing hide n sick on table,3 stars,moderate,Mughlai restaurant
Yogesh Kedar,Non veg food here is tasty.. helpful staff and easy to see from car .,4 stars,moderate,Mughlai restaurant
Dr. Ali,Very bad n same taste to all dishes n very very costly...not worth a single penny,1 star,moderate,Mughlai restaurant
Satish Rao,Not cleanness in resturent,1 star,moderate,Mughlai restaurant
Priyanka Jain,A good hang-out place for non- veg lover. Desserts are amazing.,5 stars,moderate,Mughlai restaurant
Shubham Landge,Great place in nerul..best staff... service is best.food are osm... specially nonveg food is good.. smiling staff......,5 stars,moderate,Mughlai restaurant
Ganesh Sanjeevi,"One of the decent places in Navi Mumbai.
Biryani was not up to the mark.",3 stars,moderate,Mughlai restaurant
Ashiq Mac,Quality quantity gone down  taste. With raise in cost nothing so great . Don't recommend,1 star,moderate,Mughlai restaurant
Nadeem Gharade,Good place for non veg lovers on one of good place in nerul. Great taste . . .mhhhhh,4 stars,moderate,Mughlai restaurant
Preeti Dohane,"Awesome place for non vegetarians,couples and team lunch must visit👌👌,must eat Boom boom chicken …",5 stars,moderate,Mughlai restaurant
KMS,Awesome food quality and taste. strongly recommend.,5 stars,moderate,Mughlai restaurant
Kunal Bobade,The place was good and food was also good the service was also very quick and speedy,5 stars,moderate,Mughlai restaurant
Sristy ghosal,The food was good. RDX sizzler was amazing! Should try if you are a sizzler lover,4 stars,moderate,Mughlai restaurant
Chetan Virkar,"Food taste was good, but service is very slow",3 stars,moderate,Mughlai restaurant
Sharad Ubale,Good Non veg food.,4 stars,moderate,Mughlai restaurant
gautam chakarvarti 58,Food is good but service is not good.,3 stars,moderate,Mughlai restaurant
vinay pol,"Food was awesome
Starter
Main course everything was good",5 stars,moderate,Mughlai restaurant
Sai,Ordered chicken tikka biryani. It is the worst biryani I ever had in my life.,1 star,moderate,Mughlai restaurant
sadish kumar,Worst food quality... No Cleanliness...Staffs  are arrogant in approaching customer's feedback,1 star,moderate,Mughlai restaurant
ashish bhagat,My stomach got upset and got loose motion after yesterday's order.. quality has deteriorated now,1 star,moderate,Mughlai restaurant
shaikh hareth,"Poor service
Poor food quality uncooked meat
Small portion for size …",1 star,moderate,Mughlai restaurant
Raju R,Best Non veg food restaurant in nerul east,4 stars,moderate,Mughlai restaurant
wahid ali Khalfey,It's a great family as well as bachelor place and excellent food good service,5 stars,moderate,Mughlai restaurant
Adi Khalwadekar,Awesome place for non-veg lovers.. Mutton Bheja Fry and Deserts are also good..,5 stars,moderate,Mughlai restaurant
Girija Yadav,Delicious food.. but too much waiting period..,5 stars,moderate,Mughlai restaurant
Farha Khatoon,Awesome nonveg platter,5 stars,moderate,Mughlai restaurant
Bhushan Khot,Very good place to have dinner with family/friends.,5 stars,moderate,Mughlai restaurant
Saumyarup Nath,The Coriender chicken of this place is to die for. Amazing and interesting eating space and heavily delicious food.,5 stars,moderate,Mughlai restaurant
Fasiha Khan,Though the ambience is very good but the waiters are very rude.Plz teach them some etiquettes,1 star,moderate,Mughlai restaurant
Uday Akasapu,"Good food, great ambience, service is okay, serving time is poor.",4 stars,moderate,Mughlai restaurant
Zulfiqar Syed,very good food. you will alos get kind of enclosed spaces to sit and dine.,5 stars,moderate,Mughlai restaurant
Harsha Shetyam,Great food with good ambience. Enjoyed the Biryani a lot.😋 …,5 stars,moderate,Mughlai restaurant
Salva Mirkar,Have a great taste service was good had a good environment 😊😊❤️ interior design is too good for celebration …,4 stars,moderate,Mughlai restaurant
Nidhi Jitender Chauhan,Everytime I go here the food turns out to be awesome 😍. Best place for Mughlai food …,5 stars,moderate,Mughlai restaurant
Ambaraj Kharatmal,"It didn't Felt Like I am eating. At AHMED bhai, the restaurant was way more better than this EARLIER......",1 star,moderate,Mughlai restaurant
Ruwaifa khan,Awesome place .. nice ambiance with good food .. must try boom boom chicken,5 stars,moderate,Mughlai restaurant
Manuja Gupta,Nice food but service is not very pleasant,4 stars,moderate,Mughlai restaurant
Kassim Abdul Cader,"Nice ambience and tasty food.

Their sizzles are very tasty",4 stars,moderate,Mughlai restaurant
Tabassum Shaikh,The taste of is just amazing n awesome,4 stars,moderate,Mughlai restaurant
Sunu Nair,"Their biriyani is amazing. What humongous portions, reminds of Hyderabad.",5 stars,moderate,Mughlai restaurant
Sid,Nice food,5 stars,moderate,Mughlai restaurant
Alma Dolare,"Wanna hav A good experience abt a Hyderabadi cuisine🍖..?
Be here someday for with ur beloved ones😋🤗 …",4 stars,moderate,Mughlai restaurant
Rajesh Pillai,Non veg food- Great place to dine And very fast service for pickup/delivery!,5 stars,moderate,Mughlai restaurant
Sumit S. Thakur,Nice place to have non veg food..romantic atmosphere..only bad thing is you have wait for too much time on weekends,5 stars,moderate,Mughlai restaurant
Rehaan Ahmed Shaikh,Food is ok but space is an issue long queues n waiting tym,2 stars,moderate,Mughlai restaurant
Rohan Garud,Not food constancy... Every time food taste change,3 stars,moderate,Mughlai restaurant
Nikhil Gawade,"Celebrated birthday over here, helpful staff who helped with the arrangements, ambience was fantastic, food was ok",4 stars,moderate,Mughlai restaurant
Sumit Kumar Nag,Very vood quality Biryani & Non-veg food available here at good pricing.,5 stars,moderate,Mughlai restaurant
siddhesh raut,"Tandoori lollipop, bheja masala and kheema ghotala is a sweetheart",5 stars,moderate,Mughlai restaurant
Faraz Khan,Awesome hospitality and nice taste in food speciality in non veg,5 stars,moderate,Mughlai restaurant
Ananthu Nair,Perfect food and nice ambiance. Really loved it,5 stars,moderate,Mughlai restaurant
Sumod Menon,The timing is not proper. The preparation time is also too long. But the dishes are worth the time.,4 stars,moderate,Mughlai restaurant
Sushant Kaul,Very delicious biryani,4 stars,moderate,Mughlai restaurant
Dr. Rajib Kar,"for authentic mughlai, and Afgani foods it is must visit in nahi Mumbai.",5 stars,moderate,Mughlai restaurant
Abhijeet Magar,Best chicken ...it is best place to eat ...price is also reasimalre ....l love this place,5 stars,moderate,Mughlai restaurant
Harshal,"Great food
Good ambience
Ok rate",5 stars,moderate,Mughlai restaurant
Niranjan Nadar,"Incredibly poor service. Even though the food is good, won't visit again.",2 stars,moderate,Mughlai restaurant
ruma 3632,Taste of the food was awesome ......so yummmyyyyy 😋😋😋😋every1 must try hea😃 …,5 stars,moderate,Mughlai restaurant
Abhijeeth Asokan,Food is good! Service is fast but not polite!,4 stars,moderate,Mughlai restaurant
Hemangi Patil,Very nice food..bt price are too high,5 stars,moderate,Mughlai restaurant
Tanvi Mahale,Food was amazing,5 stars,moderate,Mughlai restaurant
PATEL VLOGS,Good food but quantity is little Less,4 stars,moderate,Mughlai restaurant
SIDDHESH POTE,good hotel for having nonveg very busy restaurant of weekends,4 stars,moderate,Mughlai restaurant
Nafisa Dalvi,Its good in dining but the room are not private but the food is grate,4 stars,moderate,Mughlai restaurant
Ramiz Girkar,Delicious food over here any one can visit friends and family,5 stars,moderate,Mughlai restaurant
Tenzin lhaton,Delicious food and good service,5 stars,moderate,Mughlai restaurant
Anand Mohanty,Not good for vegetarian... staff were arrogant... Making bill mistake...,1 star,moderate,Mughlai restaurant
kasim dahod,Nice food and nice ambience....service was good but a bit slow,5 stars,moderate,Mughlai restaurant
Nahid Kasu,"Nice place,. Must try Murg Mussallam, serves 4-6 people",5 stars,moderate,Mughlai restaurant
D,Too less for the price you pay. Okay-ish taste.,2 stars,moderate,Mughlai restaurant
rups salgar,"I love their mutton pulav ,best place for non veg in navi Mumbai",5 stars,moderate,Mughlai restaurant
Sanjana Patil,Osm place for family..nonveg food is outstanding ...great staff ... best place in nerul....,5 stars,moderate,Mughlai restaurant
milind manjrekar,"Food is not what it used to be.
Malpoa is good.
Jalebi is not good.",3 stars,moderate,Mughlai restaurant
Sanjana,Lovely biryani and tasty kebabs. Overall a good experience,5 stars,moderate,Mughlai restaurant
Sandeep Singh,Loved the food. It is slightly above standard rates but totally worth it,5 stars,moderate,Mughlai restaurant
IRAM SHAIKH,Excellent💯 …,5 stars,moderate,Mughlai restaurant
Jawed Kalim,Great food 🥘 but the services is not good with long wait time. …,5 stars,moderate,Mughlai restaurant
Dhruv Dhingra,Best food at a very low cost and an amazing ambience,5 stars,moderate,Mughlai restaurant
debasish panigrahi,Good for non vegeterians.... Starters are awesome ....and all mutton dishes are superb,5 stars,moderate,Mughlai restaurant
asif shaikh,Tasty food and setting arrangements for family is also very good,5 stars,moderate,Mughlai restaurant
Aditya Kinlekar (Addy),Famous for Lazeez  Kabba's and other chicken dishes! But customer service is poor!,3 stars,moderate,Mughlai restaurant
Atik Vora,An excellent place to hangout with friends and family with a variety of seating options and delicious mughlai food.,4 stars,moderate,Mughlai restaurant
All is Well,Nice tasty non veg food with value for money.,4 stars,moderate,Mughlai restaurant
Sakshi Dhotre,Best hotel with all facilities available up to the mark. Best food ever tasted 👌🏻 …,5 stars,moderate,Mughlai restaurant
Roka Maliyadri,Great place for Mugulai cuisine .Very economical and good taste,5 stars,moderate,Mughlai restaurant
Richard Fernandes,"Good Ambience , I would say Service was good and the food quality is Awesome &  Quantity is  less .",4 stars,moderate,Mughlai restaurant
Ramakant Salian,Try the Ratan biryani... has to be pre ordered... but worth the effort and value for money...,5 stars,moderate,Mughlai restaurant
Seshasai V,Take away better than sit n eat..eat Chi Tawa Pulao..very tasty,5 stars,moderate,Mughlai restaurant
Swapnil Rewale,"Service is little bit slow, overall gud to take lunch wid family n friends",4 stars,moderate,Mughlai restaurant
Creative Graphics,Dont even want to give 1 star... food was pathetic.. unclean and unhinged... dont know how people have rated this place above 4 stars.,1 star,moderate,Mughlai restaurant
Parag Tyagi,"Good taste, affordable price. Shamiyana ambience is good, a little maintaince is needed I feel.",5 stars,moderate,Mughlai restaurant
jamal kalaniya,Vashi nerul best non veg food delicious n tasty,5 stars,moderate,Mughlai restaurant
Kaustubh Bhandarkar,"All dishes are equally good.
Biryani must to try!!!",5 stars,moderate,Mughlai restaurant
sajeed khan,Mutton khabsa  and chicken shawrma superb   love it dessert mango kulfi,5 stars,moderate,Mughlai restaurant
Mariam Kazi,Awesome food and good ambience! A little expensive though,4 stars,moderate,Mughlai restaurant
021_Parth Kulkarni,They had limited menu option even in daytime around 6pm.,1 star,moderate,Mughlai restaurant
Nivrutti Bhosale,"Really they serve good food.
That biryani was awesome......",3 stars,moderate,Mughlai restaurant
Shubhankar Patil H,"Average food, taste average, price moderate",3 stars,moderate,Mughlai restaurant
Shanawaz Shabir,"Good place to hang out with friends.Great ambience,tasty food and served the food in a good manner.",5 stars,moderate,Mughlai restaurant
Shweta Singh,Third time got stale chicken. Quality of food and delivery is worst. It's degrading day by day.,1 star,moderate,Mughlai restaurant
santosh chikane,Good place to have Non Veg food with good ambiance.😀 …,5 stars,moderate,Mughlai restaurant
Zulfekhar,Haleem and mutton biryani was good,5 stars,moderate,Mughlai restaurant
Himanshu Chikane,"Best Biryani' in navi mumabi...
Mutton biryani costly but good..",5 stars,moderate,Mughlai restaurant
RAVI KAMALNATHAN,Ahmed bhai is the awesum place to have dinner with family.,4 stars,moderate,Mughlai restaurant
Jeevan Misal,Worst food I ever had in my life. I wested my money .. the food which they served is Cold.,1 star,moderate,Mughlai restaurant
Sushil Verma,"Very bad payaa soup
Less quantity
In 100 rs we get full payaa with very good taste",1 star,moderate,Mughlai restaurant
shrikant durgawale,Very nice place to dinner with family and friends ... testy food...non-veg  food are outstanding ....staff and staff service is great...,5 stars,moderate,Mughlai restaurant
zeenat bhojabhoy,Quality assured. Value for money. Authentic taste. Excellent service.,5 stars,moderate,Mughlai restaurant
Swapnil Dhamale,Taste was awesome... Slow service... Often overlooked by waiter,3 stars,moderate,Mughlai restaurant
Saifali Pathan,NYC food good food good atmosphere little expensive bt overall experience great👍👍👍😍 …,5 stars,moderate,Mughlai restaurant
Mubin Khan,Murgh Musallam is a must try - with 2 gravies. Need 7-8 people to do full justice!,4 stars,moderate,Mughlai restaurant
Nikhil Hande,"Good ambience and service..
Dum biryani is a must to try..",4 stars,moderate,Mughlai restaurant
SUBHOJIT SHAW,Best mughlai tasty food. Boom boom chicken I would recommend .,5 stars,moderate,Mughlai restaurant
Saif patel,Moderate to high cost... Delicious food,4 stars,moderate,Mughlai restaurant
Deepak Patil,Cozy area and bit of stink ing sofa other food is as great as delicious,4 stars,moderate,Mughlai restaurant
Prathamesh Kshirsagar,Had chicken biryani it was testy still taste the same as before 😋 …,4 stars,moderate,Mughlai restaurant
Vijay Kumar,Good Mughal food... Don't visit if you are vegetarian,4 stars,moderate,Mughlai restaurant
DC,Terribly poor quality of biryani. It was bland with poor quality of rice and spices.,1 star,moderate,Mughlai restaurant
Ishan Layal,"Best place to have your cheat meal. Not a place for vegetarians, but heaven for non vegetarians.",4 stars,moderate,Mughlai restaurant
Srimol Shivan,Good place... Mutton is a delicacy... Like no where it tastes... Must go!!,5 stars,moderate,Mughlai restaurant
Amit Choubey,"Not worth,staff are arrogant and there is no dum in biryani",1 star,moderate,Mughlai restaurant
Abinaya Nadar,Food is yummm here .. best place for a die-hard chicken fan,5 stars,moderate,Mughlai restaurant
Praveen G,Good,5 stars,moderate,Mughlai restaurant
Asfak Khan,"Food texture, taste, restaurant hospitality is not so good",1 star,moderate,Mughlai restaurant
Anjali Paste,"Osm palce in nerul,best qaulity food,best place for dinner with family and friends.....",5 stars,moderate,Mughlai restaurant
mandar sawant,"The service and taste i think is declining comparatively past, the place is stinking ,and not clean",4 stars,moderate,Mughlai restaurant
Pratik Mahadik,Quality of food is not as good as it was some time ago and prices are high,2 stars,moderate,Mughlai restaurant
Manoj Srivastava,Pocket friendly non veg joint.. No fuss and delicious food..,5 stars,moderate,Mughlai restaurant
Sambhav Kanulla,Tried Corriander Chicken with Rumali Roti. Excellent taste of the food,5 stars,moderate,Mughlai restaurant
amol adsul,Really great food and service!! Must visit at least once!!,5 stars,moderate,Mughlai restaurant
mruganka jadhav,Heaven for non veg people..services are little late..otherwise would had rated 5 star,4 stars,moderate,Mughlai restaurant
Aslam Shaikh,Good place for spent some time with family and friends and having a good quality meal.,5 stars,moderate,Mughlai restaurant
sandeep sadhukhan,"Mecca for non veg foodies
Amazing yummy  food
Loved chicken mutton etc",5 stars,moderate,Mughlai restaurant
Yaser Sayed,Good food  but service  is not good,3 stars,moderate,Mughlai restaurant
Deepak Rathish,Good food also have a great rabdi malpua which is a must try,4 stars,moderate,Mughlai restaurant
Rana Pratap,Best mugalai food in Mumbai,5 stars,moderate,Mughlai restaurant
siddhartha singh,"Pathetic food, I was expecting good taste and got nothing. It was waste of money.",1 star,moderate,Mughlai restaurant
Mohmmad Ismaeel,I think it looks good to me,4 stars,moderate,Mughlai restaurant
Mahesh Bhoop,Best for Rumali roti and butter chicken....!! Authentic and tasty as you want..!!,4 stars,moderate,Mughlai restaurant
rexon dsa,Coriander Chicken with Rumali Roti... That's the best you can order here,4 stars,moderate,Mughlai restaurant
Imran Vartak,Price his little bit high...Taste Good... Ambitious Good... Service Good...,4 stars,moderate,Mughlai restaurant
Karan.Rathod HR,Average tests....Good service... average ambience... Decent quantity.,3 stars,moderate,Mughlai restaurant
Hussain1738,Not visited the place but order through swiggy. The food was terrible worst,1 star,moderate,Mughlai restaurant
Arjit Shukla,"Must have the mutton Barra, mutton masala and rulmali roti. Totally worth it.",5 stars,moderate,Mughlai restaurant
Jasjeet Singh,"The best And the tastiest food ever
The quality of the food is great
And the services are also good.",5 stars,moderate,Mughlai restaurant
Sagar Ashtamkar,Good food and desserts. But very poor hospitality,3 stars,moderate,Mughlai restaurant
Athikur Rehman Ansari,Late service. Food is not value for money. Staff needs to be trained,2 stars,moderate,Mughlai restaurant
Fahad Wadia,Nihari is good and biryani also.,5 stars,moderate,Mughlai restaurant
Siddhanth Balan,Food is okay but the ambience of the place is great.,5 stars,moderate,Mughlai restaurant
Aakash Kharate,Must try.. Turkish Kunafa..😋 …,4 stars,moderate,Mughlai restaurant
Prasad Mhatre,Great taste with Shahi ambiance.,5 stars,moderate,Mughlai restaurant
Suyesha Dongre,"High prices but tastes good

Staff should be more friendly",2 stars,moderate,Mughlai restaurant
0,The oil in food was so extra that at some point it became some food in oil .,1 star,moderate,Mughlai restaurant
Anuj Kumar Mishra,Awsum Tandoori Food.....Murg Musalam nd Chicken Patiala worth a Try.....,5 stars,moderate,Mughlai restaurant
Aniket Nivendkar,Rates are too high as compare to food and service,1 star,moderate,Mughlai restaurant
Nilanjan Basu,Awesome food and great customer service. Have been a regular for the last 10 yrs,5 stars,moderate,Mughlai restaurant
Raja Sekhar,"Good food,ambience and very good staff",4 stars,moderate,Mughlai restaurant
Noorul Ameen,"Food was good, service is bad, over billed , please cross check your bill before leaving",2 stars,moderate,Mughlai restaurant
Merzun Dadysethna,Good quality food - Biryani / seek kavab / mix plater,5 stars,moderate,Mughlai restaurant
Abdul BARI,Seawood Nerul Navi Mumbai Maharashtra India amazing food good service,5 stars,moderate,Mughlai restaurant
Swaraj Patil,Taste is really good but the service is too slow,3 stars,moderate,Mughlai restaurant
leo kannampuzha,Great place to be with friends and family. Just takes a bit of time for the order to be prepared.,4 stars,moderate,Mughlai restaurant
Chetan Patil,This place is really good and the food quality is really awesome,5 stars,moderate,Mughlai restaurant
Karim Shaik,Family friendly and tasty food.,5 stars,moderate,Mughlai restaurant
MAHESH KUMBHAR,Tasty food available best for non veg eaters..,4 stars,moderate,Mughlai restaurant
Saquib Hussain,It was amazing! The bheja fry is the speciality here! Amazing food,5 stars,moderate,Mughlai restaurant
Niha Sultan,Superb ambience...quality service...delicious food...foodie heaven personified,5 stars,moderate,Mughlai restaurant
ABDUL RAHIM DAKHANI,"Good combinations of dishes which reminds different foods joints of Mumbai ,why drive so long ....",3 stars,moderate,Mughlai restaurant
kajol poojari,Amazing place..with yummy food..must go for non-vegetarian,5 stars,moderate,Mughlai restaurant
Jaiprakash Khatri,Very tasty food. Looking forward to visit again.,5 stars,moderate,Mughlai restaurant
Umar Syed,Awesome seating food is good just the prices are too high,4 stars,moderate,Mughlai restaurant
suchitra K,Very good food. Would love to visit again,5 stars,moderate,Mughlai restaurant
priyesh koli,Quick service awesome taste,5 stars,moderate,Mughlai restaurant
Prathamesh Bhosale,Awesome ambiemce...good quality and quantity of non veg food...,4 stars,moderate,Mughlai restaurant
Gaurav Jadhav,I m Biryani lover.. But Dum Biryani was not as I expected..,3 stars,moderate,Mughlai restaurant
Naseem Shah,Staff services very cooperative food quality excellence... interior gd,5 stars,moderate,Mughlai restaurant
rubina faisalmirza,Foodies delight.. My kids loved chicken boom boom..!!,5 stars,moderate,Mughlai restaurant
Prashant Nair,"GOOD FOOD-PLS TRY BHUNA,CHICKEN TAWA PULAV,JALEBI.....N MANY MMORE",4 stars,moderate,Mughlai restaurant
kshitij sawant,Nice place for mutton and biryani in nerul East area.,4 stars,moderate,Mughlai restaurant
Vazira Divekar,Very good place to try their menu at least once.,4 stars,moderate,Mughlai restaurant
KMS Tours And Travels,Best hotel for those who want to experience the real taste of food.,5 stars,moderate,Mughlai restaurant
Dinesh Kumar,Its a great and yummy food and great time to spent with family and frends😘 …,5 stars,moderate,Mughlai restaurant
Abdulrazak Shaikh,"Food quality : good
Cleanliness : ok
Staff:ok …",4 stars,moderate,Mughlai restaurant
Asha Bharathy,tho the food is nice but staff service is very poor,2 stars,moderate,Mughlai restaurant
sam ansari,"Taste is good, but there is something in the food that makes you sleepy,",1 star,moderate,Mughlai restaurant
John-Ashley Paul,Awesome find. Enjoyed a variety of food on the last trip to Mumbai.,5 stars,moderate,Mughlai restaurant
HARSHAD POWALE,Very tasty food. Tandoor items are best.,5 stars,moderate,Mughlai restaurant
Khalid Munshi,Nice Moghlai and lebanese food served here...  Good for families,4 stars,moderate,Mughlai restaurant
imtiyaz nakhawa,"Superb ambiance.
Food is awesome",5 stars,moderate,Mughlai restaurant
Siddhesh Patil,"Worst waiter experience, management is poor",1 star,moderate,Mughlai restaurant
Leena Natrajan,Wonderful joint.,5 stars,moderate,Mughlai restaurant
ketakee tours and travels,Delicious.... Chicken boom boom n chicken kepcha Rice was awesome ...,5 stars,moderate,Mughlai restaurant
Atul Kawale,One of the best places for Non veg food in Navi Mumbai.....,5 stars,moderate,Mughlai restaurant
Nidhi S S,Good food. Do try Chicken Boom Boom. I loved it..🤤 …,5 stars,moderate,Mughlai restaurant
4425 Abid Mevekari,Best restaurant. The seating arrangement is awesome.,5 stars,moderate,Mughlai restaurant
karan kapoor,Chicken Lahori is must. Excellent food and service.,5 stars,moderate,Mughlai restaurant
shaikh sameer,Best mutton soup in nerul,5 stars,moderate,Mughlai restaurant
Varun K V,"Food is good
Price too much considering the mediocre ambience",3 stars,moderate,Mughlai restaurant
Alhad galgali,Authentic is the only word fit for this place.. loved the ambiance loved the food...,5 stars,moderate,Mughlai restaurant
Ruhani Verma,also tried mutton,4 stars,moderate,Mughlai restaurant
Karthikeyan Suriya,Nice yummy hotel for non veg food lovers,4 stars,moderate,Mughlai restaurant
Sunil Sharma,Good Ambience and good food...Not much of a choice for veggies..,4 stars,moderate,Mughlai restaurant
Amitabh Sinha,"Food good, ambiance average, service below average.",3 stars,moderate,Mughlai restaurant
Glass Art For You,One of the best restaurants of nerul especially in non veg,5 stars,moderate,Mughlai restaurant
Salman Kurawle,"Food is good,  ek number khana 🤗🤗🤗 …",5 stars,moderate,Mughlai restaurant
Murugan N,Food was ok ambiance is not that great,3 stars,moderate,Mughlai restaurant
Mdsaad Kazi,Tried their Chinese and its worst no taste at all,1 star,moderate,Mughlai restaurant
nawaz kazi,"Good food, but very limited place to sit",3 stars,moderate,Mughlai restaurant
Kaushak Mondal,Best for Non-Veg dishes.....cozy separate seatings available !!,4 stars,moderate,Mughlai restaurant
SUMIT PATIL,Good food quality. But service is poor,3 stars,moderate,Mughlai restaurant
Mesam Sayed,BAD MANAGEMENT. DON'T COME .😮‍💨 …,1 star,moderate,Mughlai restaurant
Shahin Beg Mirza,Test your taste buds with authentic noon-vegetarian food....,5 stars,moderate,Mughlai restaurant
Onkar K7,"Nice place to have lunch and dinner!
Excellent for family outing",3 stars,moderate,Mughlai restaurant
Sohail Khan,Best food in nerul and the service is also good.,5 stars,moderate,Mughlai restaurant
Deena Shah,The best Biryani's and Chicken Dishes are herr,4 stars,moderate,Mughlai restaurant
Imran Sayyad,I love this place what a seenary is there in hotel in every room...Ahmed Bhai you rock yaar.awesome Good service,5 stars,moderate,Mughlai restaurant
Nadeem Akhtar,Good place for non veg. Qeema was really delicious.,4 stars,moderate,Mughlai restaurant
Anant Datar,Best moghlai food but slow service,5 stars,moderate,Mughlai restaurant
dinesh nebhani,Bheja fry masala with roomali roti & chicken tandoori,4 stars,moderate,Mughlai restaurant
Kalpana Jiddewar,"Murg mussalam is too good, tasty, yummy, ambience is also good",5 stars,moderate,Mughlai restaurant
Namita Gharat,"Great eatery to try starters. Huge variety, quality meal",5 stars,moderate,Mughlai restaurant
Hamza Khan,For those who loved spicy food. Little bit costlier  compare to other,3 stars,moderate,Mughlai restaurant
virendra chavan,Waiter not responding 🤬 bad servers ever I meet they behave with customers very rudely …,1 star,moderate,Mughlai restaurant
Ravindra Bhaiwal,"Food is okay, but needs a lot of improvement. Quite slow service.",2 stars,moderate,Mughlai restaurant
pranav nayak,Great place that serves authentic Indian and Persian dishes!!,4 stars,moderate,Mughlai restaurant
naveen malve,Very cheap hotel test not good & talking behavior 3rd class,1 star,moderate,Mughlai restaurant
Abhay Anand Mishra,Very good food. Good place to visit with famiky,5 stars,moderate,Mughlai restaurant
Mohtashim Sayed,Nice restaurant with good ambience and a variety of cuisine,3 stars,moderate,Mughlai restaurant
Xe non,It's a thik thak place for eating non veg,5 stars,moderate,Mughlai restaurant
sanket bele,Very tasty non veg food for non veg lovers,5 stars,moderate,Mughlai restaurant
Arshiya Ansari,"Slow food servicing, average taste. But i will visit again",3 stars,moderate,Mughlai restaurant
Prayas Malviya,"Good food, good ambience, slightly expensive.",3 stars,moderate,Mughlai restaurant
Saad Shaikh,"Awesome food, pathetic employees",4 stars,moderate,Mughlai restaurant
Rahul Sawant,Food is very expensive here as compared to the quantity served.,3 stars,moderate,Mughlai restaurant
