Reviewer,Review,Rating,Expense,Type
Susheel Verma,Nice testy and lots of Verity food served here also desert served. Too memy option in veg as well non-veg recommend to everyone.,5 stars,expensive,Barbecue restaurant
prateek Agarwal,It was great experience. Good food and lot of variety both veg and non veg.,5 stars,expensive,Barbecue restaurant
reshmi nair,Nice barbequed food and ambience very comfortable for frnds and family... But not  for frequent visits as the barbequed food options will be same...,5 stars,expensive,Barbecue restaurant
Bapin Gantayat,Superb place to eat. Lots of variety in buffet. Great service...All good,5 stars,expensive,Barbecue restaurant
Isa Shaikh,Never seen a better service and cooperation.,5 stars,expensive,Barbecue restaurant
Abhi Das Android,Awesome & tasty starters. Main course is ok. Desserts are also taste awesome.,5 stars,expensive,Barbecue restaurant
Madhusudhan Reddy,Very good,4 stars,expensive,Barbecue restaurant
Enfield Life,"Good place to hang out with friends and family, food is good and they can cook food of your choice on demand",4 stars,expensive,Barbecue restaurant
Shantanu Rastogi,One of my favorite restaurant. The food was excellent and so was the service. It was just fantastic !!!!!,4 stars,expensive,Barbecue restaurant
Supreeta Sen,"Great food, great service, really nice ambience.
Would like to visit again..",5 stars,expensive,Barbecue restaurant
Mohamad-Ali Badar,Have a appetite? Go test it here. Good starters and customer service. slightly on the expensive side. But still worth it.,5 stars,expensive,Barbecue restaurant
Akanksha Nimish Chauhan,Lovely and courteous staff. I came with my family of 8 and celebrated my husband's birthday!,5 stars,expensive,Barbecue restaurant
Kriti Mankotia,"We Always enjoy there, good food, best thing, they don't rush you",4 stars,expensive,Barbecue restaurant
Suhail Wangde,Amazing ambience..excellent service..and really really good food..always looking forward for it.,5 stars,expensive,Barbecue restaurant
Abhilash Ware,"Good place to hangout with family n friends, BBQ food is good ,
Excellent service and staff though costly.",3 stars,expensive,Barbecue restaurant
Jayesh Bhoir,Excellent place food quality is too good.,5 stars,expensive,Barbecue restaurant
Biplab Mukherjee,I love the concept of Barbeque nation but they don't have any taste .... just volume to stuff your stomach,3 stars,expensive,Barbecue restaurant
Evangeline Thompson,Good starters. Entire meal worth the money. Good place to go with the family and friends,5 stars,expensive,Barbecue restaurant
Mugdha Bhosekar,"Very smoky place and no verity for vegetarians,  total waste of money and not value to money for vegetarians. Non vegetarians can enjoy though.",1 star,expensive,Barbecue restaurant
Javed Aman,Best place for meat lovers. Unlimited starters and a great range for a buffet. Amazing value for money,5 stars,expensive,Barbecue restaurant
Saba Shaikh,"I went with group of high School kids and apart from amazing food,they also gave a guided kitchen tour..kids loved the experience",4 stars,expensive,Barbecue restaurant
Allen Lasrado,"Friendly staff, Excellent service...",5 stars,expensive,Barbecue restaurant
Vishnu Nambiar,"Ambience is great, food service is also great, all in all good place to hang out with friends and family",4 stars,expensive,Barbecue restaurant
kishor sonawane,"Very nice , and staff is polite, and sincere, food very good, hotel best",5 stars,expensive,Barbecue restaurant
ROHIT KENI,Best BBQ branch in navi mumbai,5 stars,expensive,Barbecue restaurant
ramaa prabhu,Great food!!! Best for family / friends get togethers party etc!! 😊👍🏻 …,5 stars,expensive,Barbecue restaurant
Ojas Agrawal,"Very nice food
Best for foodies
Diff to get a seat on the spot
A bit costly for those who don't eat much",5 stars,expensive,Barbecue restaurant
ashwini sheth,Nice ambience..hospitality is very good. Food was good and had good time with family.😃 …,4 stars,expensive,Barbecue restaurant
Boban C.Thomas,Good ambience ..chutney not up to the mark..1000 RS per head buffet is little costly.,4 stars,expensive,Barbecue restaurant
rajan gulati,"Good Service.
Too Loud Music
Deserts not up to the Mark
Need to Improve on Food Quality",3 stars,expensive,Barbecue restaurant
Pradeep Mondal,Nice ambiance.. tasty food... good and well trained staff....,4 stars,expensive,Barbecue restaurant
Parth Pachpute,"Its a nice place to eat, staff is helpful and the buffet charges are also valuable",5 stars,expensive,Barbecue restaurant
Hitesh Kaniska,Fish starters are just amazing along with Kebab's. In main course you have to try crabs.,5 stars,expensive,Barbecue restaurant
Shahid Momin,Nice place but food variety is less for non veg.,4 stars,expensive,Barbecue restaurant
SriHarsha A,"Good Ambience, Tasty food, Staff were very polite and courteous.",4 stars,expensive,Barbecue restaurant
abel john,"Good place for one time, earlier Fish festival was great but now not so much",4 stars,expensive,Barbecue restaurant
Nadim Shaikh,Very congested sitting place... To much crowded....Food quality also not at par.,1 star,expensive,Barbecue restaurant
Amarita Singh,"The starters and dessert quality was below their brand standard...
Ambience is average!",3 stars,expensive,Barbecue restaurant
Ashish Lakhlani,Nice ambiance and good food for sure,4 stars,expensive,Barbecue restaurant
Vrushali Patil,Nice place..im loving it,5 stars,expensive,Barbecue restaurant
Devansh Gupta,Nice place for food specially starters and deserts. If you are nonveg then sort of blessing,3 stars,expensive,Barbecue restaurant
Jagadish Purli,"It's the best non veg buffet restaurant in Navi Mumbai.
The food, service, ambience is good",5 stars,expensive,Barbecue restaurant
Tessy Thomas,Service is excellent. Food is not great. Mutton starters is not good at all,3 stars,expensive,Barbecue restaurant
Ashwini Saxena,Average food quality but exceptionally good staff.,3 stars,expensive,Barbecue restaurant
Venkat Garapati,"Awesome food and very good service. Variety of starters available, especially non veg.",4 stars,expensive,Barbecue restaurant
kedar ghag,Very nice ambience with good quality food.  Very good service,5 stars,expensive,Barbecue restaurant
Rajeev Arora,"Awesome
Food is great. Service is above excellent..",5 stars,expensive,Barbecue restaurant
Anirban Bhattacharya,"It is one of my favourite place in Navi Mumbai. Good food, ambience and the experience as whole.",5 stars,expensive,Barbecue restaurant
kiran mane,Verity of starters. Nice ambiance. They do not have live counter is the only reason for one less star.,4 stars,expensive,Barbecue restaurant
Sharad Verma,Awesome place....gr8 food...staff is worth learning service from....really staff is gr8.,5 stars,expensive,Barbecue restaurant
amrit chandan Behera,Apart from starter and dessert nothing is up to mark. If you are planning to visit try to complete your meal with starters and wind up dessert.,3 stars,expensive,Barbecue restaurant
Mustansir Dahodwala,Super place. Value for money great service. Enjoyable any time.,5 stars,expensive,Barbecue restaurant
VIVEK SHAHASANE,Such a wonderful placeto dine in ❤️,4 stars,expensive,Barbecue restaurant
Rohit Gupta,"Very tasty veg starters, pasta too was good. Good variety in main course and desserts.",5 stars,expensive,Barbecue restaurant
Priya Bhavesh S.,"Superb, Amazing Food & Very Kind Staff👍 …",5 stars,expensive,Barbecue restaurant
Amrita Sarraf,My favourite eating place.. lovely buffet.. never disappointed,5 stars,expensive,Barbecue restaurant
vijay thakur,Barbeque is always best. Also we got a surprise cake for our anniversary. Truly homely experience...,5 stars,expensive,Barbecue restaurant
Ruturaj Thakur,If you are a foodie then unlimited food is waiting for you at Barbeque Nation at a decent price.They have great service and excellent food,4 stars,expensive,Barbecue restaurant
Raushan Ravi,"Good , fresh , whatever u want food . Fresh non veg food . Buffet system . Occasion celebration by staffs . Wooooo",4 stars,expensive,Barbecue restaurant
Sam Raj,Excellent hospitality....starters are too good....they even suggest for different marination...overall just loved it,5 stars,expensive,Barbecue restaurant
Akashdeep Bhat,This is the best place in Navi Mumbai to have a buffet meal! Worth every single penny you pay,5 stars,expensive,Barbecue restaurant
Saurabh Kishor Jadhav,"Excellent service ! Waiters and attendants are very friendly, polite and helpful. Lots of different food options are available.",5 stars,expensive,Barbecue restaurant
Mehar Bhambhani,"Good food, service and hospitality. Main course is not that great but the BBQ starters are good.",4 stars,expensive,Barbecue restaurant
Jay Prakash Kumar,Lovely place for unlimited foodies party....,5 stars,expensive,Barbecue restaurant
Naveen Chandar,Good place but a little cramped up to move around freely. Good food but a little pricey.,4 stars,expensive,Barbecue restaurant
Kamal Thakur,Good food option . Space is cramped for room should be looked at resetting the same.however food options are decent,4 stars,expensive,Barbecue restaurant
Prinesh Farkya,Superb service with great food.....value for money,5 stars,expensive,Barbecue restaurant
Shiv Pratik,I am a vegetarian by choice. So few Starters only can be enjoyed. Rest of the items are ok,4 stars,expensive,Barbecue restaurant
Gopal Krishnan,Real value for money. Good variety. Should eat only starters and desert. No main course.,5 stars,expensive,Barbecue restaurant
Dominic Vales,"Have never been disappointed visiting here, always look forward to coming back.

Absolute paradise for ""meaters""",5 stars,expensive,Barbecue restaurant
Sabeeh Ashhar,Nice place for office parties. Starters are really good. Service is very prompt,5 stars,expensive,Barbecue restaurant
Sainath Vuppu,BBQ Nation as a Brand always stood by the fame....Very Good place... Good Ambiance.. Very Good Food.... Wonderful and Friendly Staff,5 stars,expensive,Barbecue restaurant
Atharva Moharir,"Awesome place with varieties of veg and non veg food .
Extraordinary prawns and tikkas, appriciable services and hospitality . …",5 stars,expensive,Barbecue restaurant
Sheryline Ingersoll,Great place and good food. It's too much food :),4 stars,expensive,Barbecue restaurant
Abhijeet Ranadive,Nice food as usual.  But very expensive and some change in ambience required now.,5 stars,expensive,Barbecue restaurant
Atanu Jha,as usual BBQ styled place. Heaven for non-vegetarians. avoid weekend peak hours  for direct entry without  waiting.,4 stars,expensive,Barbecue restaurant
Bharat Akhiyania,Nice place to have unlimited Veg & Non-Veg foods at reasonable prices,4 stars,expensive,Barbecue restaurant
Ashish Kumar,Predictable menu . Needs innovation.limited beer options.furniture outdoors needs overhaul. Not comfortable at all.,3 stars,expensive,Barbecue restaurant
Aaron Benni,Delicious food as always. Perfect place to enjoy and relish delicacies,5 stars,expensive,Barbecue restaurant
shevin varughese,Delicious food. Good staffs. Roof top dining is also available,5 stars,expensive,Barbecue restaurant
The Wanderer,We visited here for party and after having food their almost all attendees fell ill with food poisoning... Worst experience,1 star,expensive,Barbecue restaurant
Pk Nair,Best restaurant for having yummy barbeque veg n non veg on your table with awesome service.,5 stars,expensive,Barbecue restaurant
Zeshan Kazi,Wonderful service by the staff (specially Mr. Kamalakar and Mr. Ali).,5 stars,expensive,Barbecue restaurant
Ashok Pabbawar,Very good restaurant for group outing. Nice ambience and courteous staff,5 stars,expensive,Barbecue restaurant
sadik khan,"Great outlet Wi 4th both indoor and outdoor (balcony) seating,  great service staff and typical barbequenation  taste",5 stars,expensive,Barbecue restaurant
abhishek srivastava,Good place to hang out with friends. Good variety in starters but main course is very dull and sometimes not even warm.,4 stars,expensive,Barbecue restaurant
Santosh Patil,Good food and hospitality.  Though their HVAC system was not functioning properly and resulted in quite discomfort,4 stars,expensive,Barbecue restaurant
deepak mankani,A joint a like to visit always the food is always good specially the starters and desserts just love the kulfis,5 stars,expensive,Barbecue restaurant
Prashant Mohokar,Barbecue restaurant. Good one if you are non-vegetarian and don’t want to waste your time in making choices. Serves liquor.,5 stars,expensive,Barbecue restaurant
Ditesh Lot,Not hygiene place to eat.. kitchen is the worst place & not at all clean.. not recommend to eat here...,1 star,expensive,Barbecue restaurant
Sajid Karke,Barbeque Nation is Simply Awesome!! All the staff are very courteous. Delicious Starters and Dessert!!!,5 stars,expensive,Barbecue restaurant
Vyakhya KA,Tasty Food. Readily available staff. Took good care of refilling food on table.,5 stars,expensive,Barbecue restaurant
Rachana Bhere,"Tasty food , service is nice and  friendly staff",4 stars,expensive,Barbecue restaurant
Chandramohan Bashaboina,Good food was excellent but the waiting period was bad,4 stars,expensive,Barbecue restaurant
Zirak Mistry,"The service is good as always. Also the food, especially the non-vegetarian starters are amazing.",5 stars,expensive,Barbecue restaurant
Sujit Dey,"Good food as usual, however, there's nothing special about individual Outlets which was the case in the past.",4 stars,expensive,Barbecue restaurant
Nitisha Thakkar,Awesome place good food ambience ok can be improved,5 stars,expensive,Barbecue restaurant
satyanarayan nagori,"Taste food, nice service, varieties of drinks, conducts various food festival according to season, live and happening place...",4 stars,expensive,Barbecue restaurant
sharad bhalekar,I had been to barbeque nation with my parents. It was a nice experience except one thing that lift wasn't working.,4 stars,expensive,Barbecue restaurant
tusshar ekawade,Good place & healthy food..,5 stars,expensive,Barbecue restaurant
IMRAN HUSSAIN,"Nice place to organise party,lunch,dinner
The staffs are so nice there's sufficient place
For parking",5 stars,expensive,Barbecue restaurant
Shrilal Meena,"For family get-together place, Testy Foods,
Nice Staff, Clean Environment. such a lovely restaurant.",5 stars,expensive,Barbecue restaurant
kalpesh mhatre,Excellent food quality and services. Only bad thing is pastries is not so good.,4 stars,expensive,Barbecue restaurant
Ajit Menon,Lovely food and hospitality. People with big heart and Big appetite give it a try ;),5 stars,expensive,Barbecue restaurant
Aashi Singh,Awesome food things were changed services are very great,4 stars,expensive,Barbecue restaurant
Abilasha Gopalakrishnan,Starters are better for non veg in comparison to veg.. Desserts were good except kulfi..,3 stars,expensive,Barbecue restaurant
Parth Trivedi,Awesome Barbeque foods esp Nerul Branch...Perfect place to celebrate any occasion and to visit without occasion too,5 stars,expensive,Barbecue restaurant
mohammad sangmeshwari,Excellent  service and food is also yummy and good,5 stars,expensive,Barbecue restaurant
Olga Crasto,Great place good people the staff went out of their way to make me feel welcome,5 stars,expensive,Barbecue restaurant
Venkat PE,"Only the starters are good, however need more options for vegetarians. The buffet spread is below par",3 stars,expensive,Barbecue restaurant
Harshad Patil,"Best Place For Dinner.
Staff Service is Also Very Quick & Very Good",5 stars,expensive,Barbecue restaurant
Armaan,Value for money!!! Must visit. Good customer service and food.,4 stars,expensive,Barbecue restaurant
Ujjaval Dave,The food was good but the service was awesome thank you for the hospitality,4 stars,expensive,Barbecue restaurant
Mayur Pawar,BARBEQUE TRUELY tempting 😛 …,5 stars,expensive,Barbecue restaurant
Rajesh Shinde,Food was awsm. Service was good .lots of variety for non veg less for veg,4 stars,expensive,Barbecue restaurant
Animesh Kumar,"Excellent food, various choices, excellent service and reasonable priced",5 stars,expensive,Barbecue restaurant
Sunil Yadav,"Awesome place , excellent service ,  hygienic food get delivered.",4 stars,expensive,Barbecue restaurant
Krishna Panhale,Quite good place to hangout in Nerul West,5 stars,expensive,Barbecue restaurant
Dr. Kaushik Kulkarni,"Good place to hangout with family n friends, BBQ food is good ,
Had great time correlating with occasion.",4 stars,expensive,Barbecue restaurant
Akash More,"Good place to have buffet food, with maintained quality and management",4 stars,expensive,Barbecue restaurant
ANAND NIKAM,Awesome food! Great service by Chhadkul! Must try!,5 stars,expensive,Barbecue restaurant
Akhil Devdas,Variety of foods with gud ambience & Music...Awesome place@ vry reasonable cost!!!,5 stars,expensive,Barbecue restaurant
Deepak Sahoo,Good service well cultured staffs,5 stars,expensive,Barbecue restaurant
Chandrasekaran M,"sumptuous non veg grill....lovely place for a celebration of any nature...b day , anniversary, promotion etc....",5 stars,expensive,Barbecue restaurant
VISHAL RAYKAR,Awesome place for Team Outing,5 stars,expensive,Barbecue restaurant
Vijay,Ambiance and staff along with food quality is great.,5 stars,expensive,Barbecue restaurant
Hemangi Pandey,"Food was okay, would have been better. Great place",4 stars,expensive,Barbecue restaurant
Shruti Dash,"Quality service, yummy food..great ambience. All three make up Barbeque Nation, Nerul, a must visit.",4 stars,expensive,Barbecue restaurant
Kalam Salik,"Nice place to hang out for dinner. Rooftop space available.
Very close to the Palm Beach Road.",3 stars,expensive,Barbecue restaurant
ANITA SANIL,Very excellent service. Staff are friendly and customer oriented. Very delighted,5 stars,expensive,Barbecue restaurant
Nimisha kumar,best place ever visited. This restaurant is hygenic too,5 stars,expensive,Barbecue restaurant
pritam wankar,"Awesome Place, Very Good Food, Excellent Service",5 stars,expensive,Barbecue restaurant
Pratik Parekh,Good food and ambience but slow service,4 stars,expensive,Barbecue restaurant
Onkar Singh,Amazing experience of barbeque  and great service...,5 stars,expensive,Barbecue restaurant
Akshat Chaudhari,"Awesome resto, excellent food and drinks, grt service. Must visit.",5 stars,expensive,Barbecue restaurant
Tabzi Rakhangi,The service of the staff is excellent and food is tasty,5 stars,expensive,Barbecue restaurant
Parag Patil,Good food. Refrigeration of Ice cream and Kulfi could be better. Ambiance is okay,4 stars,expensive,Barbecue restaurant
Justine Saji John,The concept is really nice and the service is exceptional.... U don't have to leave until u are really stuffed...,5 stars,expensive,Barbecue restaurant
Hazel Sage,Food is beyond excellent & service is the BEST will soon return for more,5 stars,expensive,Barbecue restaurant
Hemant Soni,Very good taste and services were also good. Ambience was very nice.,5 stars,expensive,Barbecue restaurant
Nikhil Tripathi,It was a different experience altogether what I loved was the ambience of the place and variety of food,4 stars,expensive,Barbecue restaurant
Neeta Deshpande,Nice ambiance... Very good food... Very good service...,5 stars,expensive,Barbecue restaurant
Vedant Chikhale,Nice food!!! Good ambience.... friendly staff,5 stars,expensive,Barbecue restaurant
rakesh teja,"Been here several times, one of a good place to hangout with family and friends...",5 stars,expensive,Barbecue restaurant
Sahil Razdan,Best time with family,5 stars,expensive,Barbecue restaurant
paul patil,"Amazing service, amazing and unlimited food, what more do you want?",5 stars,expensive,Barbecue restaurant
Saurabh Kumar Singh,If you're a vegetarian then you got less no. Of dishes. But you can njoy dessert.,4 stars,expensive,Barbecue restaurant
anand babu,Simply super,5 stars,expensive,Barbecue restaurant
Nirman,Food and service both are good among the other outlet of barbeque nation I visited,5 stars,expensive,Barbecue restaurant
Vinay Kumar Srivastava,"Nice food, nice service. Good for family get together.",5 stars,expensive,Barbecue restaurant
Sushil Malani,Not value for money. Even I guess not worth for non vet. Can go once a while to give different experience for new person,2 stars,expensive,Barbecue restaurant
akshay desai,Best place for unlimited  food  n ambience  is also good,5 stars,expensive,Barbecue restaurant
Bhushan Patil,Amazing food! Prices slightly on the lesser side as compared to south bombay BBQ,5 stars,expensive,Barbecue restaurant
Sachin Bangar,Food quality and service is good.This is in Nerul on palm Beach road.,4 stars,expensive,Barbecue restaurant
Ivan Sim,Good mix of variety and quality,4 stars,expensive,Barbecue restaurant
Vibhas Mehta,Good food. The only problem is that it requires prior reservation and the timings are odd.,4 stars,expensive,Barbecue restaurant
akshay shewale,I had visited it .. it is very nice place ... For dinner it is very good place... It is not very costly,4 stars,expensive,Barbecue restaurant
Prathamesh Shah,Not good in quality of food rest all services are best in class but the thing bcz of which it is known for IT's FOOD not good at all,2 stars,expensive,Barbecue restaurant
Manisha Madhava,"Nice food, good ambience but little expensive.",4 stars,expensive,Barbecue restaurant
Ashheesh Jagtap,Nice place ...Good food and ambience...Very Good place for family n Friends,4 stars,expensive,Barbecue restaurant
Kusum Baser,I want to give 1000xinfinity. The service is good and people are kind. Food is the best.,5 stars,expensive,Barbecue restaurant
Harshita O.O,"Nice and unlimited food😋
Beautiful ambience 👍
And complimentary cake for birthdays♥️ …",4 stars,expensive,Barbecue restaurant
prasanna venkatrao,"All it was good and fn9 , but only thing is that there is no proper Wash room. So please",4 stars,expensive,Barbecue restaurant
Fowaad Shaikh,Good variety of food and great service,5 stars,expensive,Barbecue restaurant
AYSHWARYA CHAVAN,Great place. Good food . Service is good,5 stars,expensive,Barbecue restaurant
Dr. Amruta Panda,"Ambience good, Taste also good. Love to visit again",4 stars,expensive,Barbecue restaurant
Sagar Deshmukh,Good Service. But fun will me more at BBQ Belapur.,4 stars,expensive,Barbecue restaurant
Roshan Bhavsar,"Very good ambience, loved the service also. DJ plays awesome music.",4 stars,expensive,Barbecue restaurant
Arnab Bhattacharya,Very good food. Could do a little more with the decor.,4 stars,expensive,Barbecue restaurant
Fazal Mehmood Saiyed,I'm a frequent visitor of Mahape Barbeque Nation and at Nerul it was my first visit. It didn't give me any impressive effect.,3 stars,expensive,Barbecue restaurant
Ganesh Suthar,Amazing hub for starters and buffet,5 stars,expensive,Barbecue restaurant
keerthi kiran,"Fantastic ambience
Delicious food even though less variety
Starters are osum",4 stars,expensive,Barbecue restaurant
Joshna Ragesh Mergu,Unlimited food for non veg as well as fruit soft drinks but are very tasty,5 stars,expensive,Barbecue restaurant
adr777 Monteiro,it is the best place to fill ur stomach there are variety of food in non veg as well as in veg....,5 stars,expensive,Barbecue restaurant
Akshat Saxena,Food is obviously good and service is also good but place is a bit small,4 stars,expensive,Barbecue restaurant
Kaustubh Shivdikar,Amazing place! Very huge and much more food options here!,5 stars,expensive,Barbecue restaurant
Vinay Singh,"Good experience
Services are very good
Veer Raajpoot give all services at time and he was verypollite",5 stars,expensive,Barbecue restaurant
Himanshu Patil,Great food with nice songs good place to hang out with friends and family,5 stars,expensive,Barbecue restaurant
Vignesh Rajan,Polite and courteous staff. Chauffeur parking is available. A Must visit for all foodies.,5 stars,expensive,Barbecue restaurant
Jay Kapadia,"Awsome food good ambience briliant service
Must visit.....",5 stars,expensive,Barbecue restaurant
NOMAD FPV,Very tasty food available here.unlimited buffet for just 599rs on Mondays and Tuesdays.,5 stars,expensive,Barbecue restaurant
akki pawar Photography,As there is nothing to say about taste hygine because they always maintain the higgest standard,5 stars,expensive,Barbecue restaurant
Vivek Mudaliar,Very Good service and personal attention...buffet worth every. Penny...,5 stars,expensive,Barbecue restaurant
Shoaib Patel,"Very bad service, would never recommend to visit this place..",1 star,expensive,Barbecue restaurant
Piyush Singh,Awesome experience. Good food excellent service,5 stars,expensive,Barbecue restaurant
Prathvik,It's really good for a foodie. The only problem is they have the same menu since forever now,4 stars,expensive,Barbecue restaurant
Tushar Patil,"It is worth for what you are paying. Clean and just side to the palm beach road, nerul .
Feeling awesome at night.",4 stars,expensive,Barbecue restaurant
Saif Parkar,Good place for unlimited food. Good ambience and loved the deserts.,5 stars,expensive,Barbecue restaurant
Aqib Kapoor,"Nice place with family n friends, very good service",4 stars,expensive,Barbecue restaurant
Vasanti Bawalekar,Best place to celebrate,5 stars,expensive,Barbecue restaurant
Amey Dabade,"Actually not bad but not that good quality of the barbeques, other services are good like tequila and all beverages, but for is not satisfactory.",2 stars,expensive,Barbecue restaurant
VaibhaV,"All the staffs are very polite
They'll make you feel like home.",4 stars,expensive,Barbecue restaurant
Rohit Joshi,"The place is booked all through the week! I guess that says it all. Good food, excellent service and good ambience!",5 stars,expensive,Barbecue restaurant
Umang Chande,Services superb food Superb everything is perfect but just little expensive,4 stars,expensive,Barbecue restaurant
Ritesh Bhadange,"loved the overall treatment , service and food 😍, value for money …",5 stars,expensive,Barbecue restaurant
Joshua Lerin,"An awesome place for a nice barbecue experience with an awesome buffet to follow.
Great prices with great offers",5 stars,expensive,Barbecue restaurant
Milind Gujar,One of the best live barbeque in town.Quality of food very good.,5 stars,expensive,Barbecue restaurant
Aryamitra Deepakkumar Paduthamkulam (Aryan),Tasty food and I also like the festival food served over here during some season,4 stars,expensive,Barbecue restaurant
Pantulu Retno Adi,Good and delicious food,4 stars,expensive,Barbecue restaurant
GvR Subbu,Always satisfying. Hospitable staff help you in enjoying good food.,4 stars,expensive,Barbecue restaurant
GHOSH MRINAL,"Excellent food and exemplary service, restaurant is spacious....",5 stars,expensive,Barbecue restaurant
Ansnda Chatterjee,Excellent ambience and best quality food and services,5 stars,expensive,Barbecue restaurant
bhavesh thakkar,May be good for non veg but for veggies it's not that worth of money.,3 stars,expensive,Barbecue restaurant
Pallav Nevatia,Compare to other barbeque nation..it's not up to mark. Service is slow.food quality not great,1 star,expensive,Barbecue restaurant
prabhakar kokate,Really nice food 🍴🍕🍔 and enjoyed a lot in the buffet service. …,5 stars,expensive,Barbecue restaurant
Arti Khedekar,They serve nice starters only..Main course is always same and nothing exciting,3 stars,expensive,Barbecue restaurant
Akash Sarode,Great place. Great service. Good vibes. Value for money.,5 stars,expensive,Barbecue restaurant
Preet Mhatre,Less money more food ... that's all about this place...visit enjoy and have fun of the tasty and delicious food,4 stars,expensive,Barbecue restaurant
Dwarika Prasad,"It got beautiful ambience,good food followed by good service",5 stars,expensive,Barbecue restaurant
Suraj Chand,"Place is gud for family friends and solo dining.
Must try the unlimited offer .",5 stars,expensive,Barbecue restaurant
Lokesh Marathe,Superb quality n serving also vry gud,5 stars,expensive,Barbecue restaurant
pragati srivastava,Good facilities but they should include some chat item as well...😉😉 …,4 stars,expensive,Barbecue restaurant
Neeraj,"Good time

That is must during covid time .
Be positive and have fun with lot of variety",5 stars,expensive,Barbecue restaurant
kamlesh c,A bit on expensive side but good to try out once.. Dessert section is nice..,4 stars,expensive,Barbecue restaurant
Swapnil Chavan,"nice place to take urs some special onces
AWESOME  food and service",5 stars,expensive,Barbecue restaurant
Emily Driscoll,idk this place has decent tasting food but the shrimp gave me food poisoning and my plate had a bug on it,3 stars,expensive,Barbecue restaurant
Raj Patel,"A great place, must visit once if you ever come to Navi Mumbai",5 stars,expensive,Barbecue restaurant
sageer shaikh,Good food good staff good ambience good location... Everything good,5 stars,expensive,Barbecue restaurant
Dr. Ehtesham Ali,"Nice Place, amazing staff, amazing food.",4 stars,expensive,Barbecue restaurant
Sharath Chandra,Nice place to celebrate,5 stars,expensive,Barbecue restaurant
Rane Clinic,"Looking for the best food, it's available here , albeit a little noisy environment inside.",5 stars,expensive,Barbecue restaurant
Mohit Sharma,Nice place. Great dining. Food was delicious.,5 stars,expensive,Barbecue restaurant
Satish Patil,Very good service and food Quality.,5 stars,expensive,Barbecue restaurant
Steve Gomez,"Very nice service and very nice staff...
Stater was awesome... Main course was good",5 stars,expensive,Barbecue restaurant
Sarita D'cruz,"Amazing experience, staff very courteous and very good food.",5 stars,expensive,Barbecue restaurant
Snehal Baviskar,Nice experience... Very well behaved staff,4 stars,expensive,Barbecue restaurant
Adi Bhagat,very bad service ever seen in barbeque nation..,1 star,expensive,Barbecue restaurant
vikas soni,"Good place to go
They also offer you mocktail in buffet.",4 stars,expensive,Barbecue restaurant
Rishabh Pradhan,Food is good. Place is a lil stuffed up,4 stars,expensive,Barbecue restaurant
Tiwari Ankit,Only place where non fish eaters will love fish.. Also Peshawari chicken tangdi is a delight,5 stars,expensive,Barbecue restaurant
Red Chilli,Starters ok...main course not.. desserts good...overall nice,4 stars,expensive,Barbecue restaurant
Manoj Kesarwani,"Nice ambience, good & variety of tasty food, cocktail & mocktails...",5 stars,expensive,Barbecue restaurant
Sheetal Kabre,Very nice ambience. Good view from the balcony. Relaxed feeling,5 stars,expensive,Barbecue restaurant
Pritam Desai,excellent food and service.,5 stars,expensive,Barbecue restaurant
dalpreet kohli,"Nice place had fun there, there service was nice they where very helpful with the service",5 stars,expensive,Barbecue restaurant
Anchit Gupta,"Good food , ambience is a bit average and small",3 stars,expensive,Barbecue restaurant
Anoop Misra,Gr8 place to enjoy hearty and wide variety of delectables appetising hot kebabs.,5 stars,expensive,Barbecue restaurant
Anil isaac,Very good place value for money amazing staff.,5 stars,expensive,Barbecue restaurant
Masuma Mukati,"Best food quality, mist visit atleast once in a lifetime",5 stars,expensive,Barbecue restaurant
Mahendra Rajput,Good food and nice ambience. Needs to add fish varieties.,4 stars,expensive,Barbecue restaurant
Shailesh S. Ghadge,"Awesome place for dinner.
Service is very good.",5 stars,expensive,Barbecue restaurant
Saurabh JP,Good food and service.  Ideal place for a buffet in Navi Mumbai.,4 stars,expensive,Barbecue restaurant
Trevor Monteiro,Amazing place to be. Staff is brilliant and friendly especially Aqib was brilliant,5 stars,expensive,Barbecue restaurant
Roma D'souza,Complimentary drinks 😍😍 …,5 stars,expensive,Barbecue restaurant
RUTVIK ARDE,"Finest place to dine. Birthdays , anniversary, dinner dates best for all",5 stars,expensive,Barbecue restaurant
Madhur Tiwatne,"Hospitality is excellent. Food quality is nice, ambience is also nice.",4 stars,expensive,Barbecue restaurant
N BACHASPATI,Good Taste,5 stars,expensive,Barbecue restaurant
SLIME_YG,Nice food and all but high price,5 stars,expensive,Barbecue restaurant
Saurabh Kumar,Best place for non veg food. Yummy food .. best service ...,5 stars,expensive,Barbecue restaurant
Aman Kumar,Space is not that big...but still good. Don't try chicken leg peice.,4 stars,expensive,Barbecue restaurant
Aditya Anand,"Hygiene required!! Insects found roaming on dessert, which was shown to staff and manager!!",3 stars,expensive,Barbecue restaurant
Vikranth V,Dint find customer friendly service as I got in Hyderabad. May be because of weekend rush.,3 stars,expensive,Barbecue restaurant
Trupti Haldankar,We have celebrated friend's birthday here fun place to share moments like this,5 stars,expensive,Barbecue restaurant
Jacquline M,Food is nice. Interior is good. Desserts are amazing.,4 stars,expensive,Barbecue restaurant
manali mhatre,"Wen craving for chicken or fish just hit bbq
Serving style is osm
Desserts are yum 😋 …",5 stars,expensive,Barbecue restaurant
